X_0,Z_0
1.0,0.0
0.9819142054537289,0.18932636483984067
0.9308501291350382,0.3654011491279597
0.855010879992857,0.5186100142550221
0.76468588904943,0.6444031632929541
0.6694481571861409,0.7428587400941279
0.5765373395805078,0.8170707666614676
0.49050744784896555,0.8714369654683927
0.4136447632645594,0.9104383289523956
0.3466395748743663,0.9379982190710934
0.2892072096991216,0.9572662656669725
